"TXNAME","GENEID"
"AT1G07440_ID2","AT1G07440"
"AT1G07440_JC7","AT1G07440"
"AT1G07440_P1","AT1G07440"
"AT1G07450.1","AT1G07450"
"AT1G07450_ID2","AT1G07450"
"AT1G07450_JC6","AT1G07450"
"AT1G07450_c1","AT1G07450"
"AT1G07450_s1","AT1G07450"
"AT1G07530_P1","AT1G07530"
"AT1G07620_ID2","AT1G07620"
"AT1G07620_JS4","AT1G07620"
"AT1G07620_P1","AT1G07620"
"AT1G07620_P2","AT1G07620"
"AT1G07620_P4","AT1G07620"
"AT1G07630_JC3","AT1G07630"
"AT1G07630_P1","AT1G07630"
"AT1G07640_P1","AT1G07640"
"AT1G07640_P2","AT1G07640"
"AT1G07640_P3","AT1G07640"
"AT1G07650.1","AT1G07650"
"AT1G07650_ID1","AT1G07650"
"AT1G07650_ID3","AT1G07650"
"AT1G07650_ID5","AT1G07650"
"AT1G07650_JC3","AT1G07650"
"AT1G07650_JC6","AT1G07650"
"AT1G07650_P2","AT1G07650"
"AT1G07650_c1","AT1G07650"
"AT1G07650_c2","AT1G07650"
"AT1G07650_c3","AT1G07650"
"AT1G07645.1","AT1G07645"
"AT1G07700.2","AT1G07700"
"AT1G07700.3","AT1G07700"
"AT1G07700_P1","AT1G07700"
"AT1G07700_P2","AT1G07700"
"AT1G07700_s2","AT1G07700"
"AT1G07780.4","AT1G07780"
"AT1G07780_JC3","AT1G07780"
"AT1G07780_JS1","AT1G07780"
"AT1G07780_JS4","AT1G07780"
"AT1G07780_P1","AT1G07780"
"AT1G07780_P10","AT1G07780"
"AT1G07780_P11","AT1G07780"
"AT1G07780_P12","AT1G07780"
"AT1G07780_P2","AT1G07780"
"AT1G07780_P3","AT1G07780"
"AT1G07780_P5","AT1G07780"
"AT1G07780_P6","AT1G07780"
"AT1G07780_P7","AT1G07780"
"AT1G07780_P8","AT1G07780"
"AT1G07780_P9","AT1G07780"
"AT1G07780_s2","AT1G07780"
"AT1G07820.2","AT1G07820"
"AT1G07820_ID1","AT1G07820"
"AT1G07870.1","AT1G07870"
"AT1G07870_ID1","AT1G07870"
"AT1G07885_P2","AT1G07885"
"AT1G07890.2","AT1G07890"
"AT1G07890.3","AT1G07890"
"AT1G07890.4","AT1G07890"
"AT1G07890.5","AT1G07890"
"AT1G07890.6","AT1G07890"
"AT1G07890.7","AT1G07890"
"AT1G07890_ID1","AT1G07890"
"AT1G07890_P1","AT1G07890"
"AT1G07890_P5","AT1G07890"
"AT1G07890_P8","AT1G07890"
"AT1G07940_ID17","AT1G07940"
"AT1G07940_ID2","AT1G07940"
"AT1G07940_ID8","AT1G07940"
"AT1G07940_ID9","AT1G07940"
"AT1G07940_JS3","AT1G07940"
"AT1G07940_P1","AT1G07940"
"AT1G07940_P2","AT1G07940"
"AT1G07940_P3","AT1G07940"
"AT1G07940_P4","AT1G07940"
"AT1G07940_s1","AT1G07940"
"AT1G07940_s2","AT1G07940"
"AT1G08050_P1","AT1G08050"
"AT1G08060.2","AT1G08060"
"AT1G08060_JC6","AT1G08060"
"AT1G08060_P1","AT1G08060"
"AT1G08060_P3","AT1G08060"
"AT1G08110_ID1","AT1G08110"
"AT1G08110_JS1","AT1G08110"
"AT1G08110_JS2","AT1G08110"
"AT1G08110_P1","AT1G08110"
"AT1G08110_P2","AT1G08110"
"AT1G08110_P3","AT1G08110"
"AT1G08110_P4","AT1G08110"
"AT1G08110_s1","AT1G08110"
"AT1G08165_P1","AT1G08165"
"AT1G08180_P1","AT1G08180"
"AT1G08280_P1","AT1G08280"
"AT1G08280_s1","AT1G08280"
"AT1G08300.1","AT1G08300"
"AT1G08300_P2","AT1G08300"
"AT1G08300_P3","AT1G08300"
"AT1G08450.2","AT1G08450"
"AT1G08450.3","AT1G08450"
"AT1G08450_ID3","AT1G08450"
"AT1G08450_ID8","AT1G08450"
"AT1G08450_JS1","AT1G08450"
"AT1G08450_P1","AT1G08450"
"AT1G08460_P1","AT1G08460"
"AT1G08460_P2","AT1G08460"
"AT1G08465_JC5","AT1G08465"
"AT1G08465_P1","AT1G08465"
"AT1G08510_JC1","AT1G08510"
"AT1G08510_P1","AT1G08510"
"AT1G08510_c2","AT1G08510"
"AT1G08570_ID10","AT1G08570"
"AT1G08570_ID11","AT1G08570"
"AT1G08570_ID9","AT1G08570"
"AT1G08570_JC10","AT1G08570"
"AT1G08570_JC11","AT1G08570"
"AT1G08570_JC9","AT1G08570"
"AT1G08570_P1","AT1G08570"
"AT1G08620.2","AT1G08620"
"AT1G08620_ID3","AT1G08620"
"AT1G08620_ID4","AT1G08620"
"AT1G08620_JS4","AT1G08620"
"AT1G08620_P3","AT1G08620"
"AT1G08620_P4","AT1G08620"
"AT1G08630.2","AT1G08630"
"AT1G08630.4","AT1G08630"
"AT1G08630.5","AT1G08630"
"AT1G08630_JC3","AT1G08630"
"AT1G08630_P1","AT1G08630"
"AT1G08630_P7","AT1G08630"
"AT1G08630_s1","AT1G08630"
"AT1G08660_ID12","AT1G08660"
"AT1G08660_ID3","AT1G08660"
"AT1G08660_ID5","AT1G08660"
"AT1G08660_ID7","AT1G08660"
"AT1G08660_JS2","AT1G08660"
"AT1G08660_P1","AT1G08660"
"AT1G08660_P2","AT1G08660"
"AT1G08660_P3","AT1G08660"
"AT1G08660_s1","AT1G08660"
"AT1G08720_JS1","AT1G08720"
"AT1G08720_JS2","AT1G08720"
"AT1G08720_JS4","AT1G08720"
"AT1G08720_P1","AT1G08720"
"AT1G08720_P2","AT1G08720"
"AT1G08730.1","AT1G08730"
"AT1G08730_P2","AT1G08730"
"AT1G08800_JS1","AT1G08800"
"AT1G08800_P1","AT1G08800"
"AT1G08800_P2","AT1G08800"
"AT1G08800_P3","AT1G08800"
"AT1G08800_P4","AT1G08800"
"AT1G08800_c1","AT1G08800"
"AT1G08810_ID1","AT1G08810"
"AT1G08810_P1","AT1G08810"
"AT1G08810_P2","AT1G08810"
"AT1G08890_ID13","AT1G08890"
"AT1G08890_ID14","AT1G08890"
"AT1G08890_ID15","AT1G08890"
"AT1G08890_ID16","AT1G08890"
"AT1G08890_ID9","AT1G08890"
"AT1G08890_JS3","AT1G08890"
"AT1G08890_JS4","AT1G08890"
"AT1G08890_JS5","AT1G08890"
"AT1G08890_P1","AT1G08890"
"AT1G08890_c3","AT1G08890"
"AT1G08900.1","AT1G08900"
"AT1G08900_ID19","AT1G08900"
"AT1G08900_ID21","AT1G08900"
"AT1G08900_ID25","AT1G08900"
"AT1G08900_JC24","AT1G08900"
"AT1G08900_P2","AT1G08900"
"AT1G08900_P3","AT1G08900"
"AT1G08900_P4","AT1G08900"
"AT1G08900_P5","AT1G08900"
"AT1G08910_ID6","AT1G08910"
"AT1G08910_JS1","AT1G08910"
"AT1G08910_JS14","AT1G08910"
"AT1G08910_JS2","AT1G08910"
"AT1G08910_JS4","AT1G08910"
"AT1G08910_P1","AT1G08910"
"AT1G08910_c1","AT1G08910"
"AT1G08910_c2","AT1G08910"
"AT1G08910_c3","AT1G08910"
"AT1G08910_c4","AT1G08910"
"AT1G08910_c5","AT1G08910"
"AT1G08910_s1","AT1G08910"
"AT1G08910_s2","AT1G08910"
"AT1G08910_s3","AT1G08910"
"AT1G08910_s5","AT1G08910"
"AT1G08910_s6","AT1G08910"
"AT1G08930.2","AT1G08930"
"AT1G08930_P1","AT1G08930"
"AT1G08980_ID13","AT1G08980"
"AT1G08980_ID6","AT1G08980"
"AT1G08980_ID7","AT1G08980"
"AT1G08980_P1","AT1G08980"
"AT1G09030_P1","AT1G09030"
"AT1G09040_JS1","AT1G09040"
"AT1G09040_P1","AT1G09040"
"AT1G09130.3","AT1G09130"
"AT1G09130_JC5","AT1G09130"
"AT1G09130_P1","AT1G09130"
"AT1G09130_P2","AT1G09130"
"AT1G09130_c1","AT1G09130"
"AT1G09140_CR3","AT1G09140"
"AT1G09140_CR4","AT1G09140"
"AT1G09140_CR6","AT1G09140"
"AT1G09140_ID154","AT1G09140"
"AT1G09140_ID155","AT1G09140"
"AT1G09140_ID157","AT1G09140"
"AT1G09140_ID82","AT1G09140"
"AT1G09140_ID83","AT1G09140"
"AT1G09140_ID85","AT1G09140"
"AT1G09140_ID89","AT1G09140"
"AT1G09140_P1","AT1G09140"
"AT1G09140_P2","AT1G09140"
"AT1G09140_P3","AT1G09140"
"AT1G09140_s1","AT1G09140"
"AT1G09150_ID2","AT1G09150"
"AT1G09150_P1","AT1G09150"
"AT1G09150_c1","AT1G09150"
"AT1G09150_s1","AT1G09150"
"AT1G09160_ID2","AT1G09160"
"AT1G09160_P1","AT1G09160"
"AT1G09160_P2","AT1G09160"
"AT1G09160_c2","AT1G09160"
"AT1G09230_ID11","AT1G09230"
"AT1G09230_ID12","AT1G09230"
"AT1G09230_ID3","AT1G09230"
"AT1G09230_ID4","AT1G09230"
"AT1G09230_ID8","AT1G09230"
"AT1G09230_P1","AT1G09230"
"AT1G09230_P2","AT1G09230"
"AT1G09230_P3","AT1G09230"
"AT1G09240_P1","AT1G09240"
"AT1G09250_P1","AT1G09250"
"AT1G09340_JS1","AT1G09340"
"AT1G09340_P1","AT1G09340"
"AT1G09340_P2","AT1G09340"
"AT1G09350_JC3","AT1G09350"
"AT1G09350_P1","AT1G09350"
"AT1G09390_P1","AT1G09390"
"AT1G09415.1","AT1G09415"
"AT1G09460_P1","AT1G09460"
"AT1G09486.1","AT1G09486"
"AT1G09486_c1","AT1G09486"
"AT1G09490_P1","AT1G09490"
"AT1G09490_P2","AT1G09490"
"AT1G09490_c1","AT1G09490"
"AT1G09490_c2","AT1G09490"
"AT1G09560_P1","AT1G09560"
"AT1G09600_P1","AT1G09600"
"AT1G09710.2","AT1G09710"
"AT1G09710_JS2","AT1G09710"
"AT1G09710_P1","AT1G09710"
"AT1G09710_P3","AT1G09710"
"AT1G09760.1","AT1G09760"
"AT1G09760_ID2","AT1G09760"
"AT1G09760_ID3","AT1G09760"
"AT1G09780_P1","AT1G09780"
"AT1G09900.1","AT1G09900"
"AT1G09920_ID2","AT1G09920"
"AT1G09920_ID3","AT1G09920"
"AT1G09920_JC4","AT1G09920"
"AT1G09920_P1","AT1G09920"
"AT1G09932.2","AT1G09932"
"AT1G09932_ID2","AT1G09932"
"AT1G09932_ID3","AT1G09932"
"AT1G09932_JC6","AT1G09932"
"AT1G09932_P1","AT1G09932"
"AT1G09932_P3","AT1G09932"
"AT1G09932_P4","AT1G09932"
"AT1G09932_c1","AT1G09932"
"AT1G09932_s1","AT1G09932"
"AT1G09950_P1","AT1G09950"
"AT1G10000_P1","AT1G10000"
"AT1G10050_ID2","AT1G10050"
"AT1G10050_JC4","AT1G10050"
"AT1G10050_JS6","AT1G10050"
"AT1G10050_JS9","AT1G10050"
"AT1G10050_P2","AT1G10050"
"AT1G10050_c2","AT1G10050"
"AT1G10050_c4","AT1G10050"
"AT1G10050_s1","AT1G10050"
"AT1G10070.1","AT1G10070"
"AT1G10070.2","AT1G10070"
"AT1G10070.3","AT1G10070"
"AT1G10070_ID6","AT1G10070"
"AT1G10070_ID8","AT1G10070"
"AT1G10070_s2","AT1G10070"
"AT1G10090.1","AT1G10090"
"AT1G10090_ID1","AT1G10090"
"AT1G10090_JC3","AT1G10090"
"AT1G10090_c1","AT1G10090"
"AT1G10090_c2","AT1G10090"
"AT1G10090_s1","AT1G10090"
"AT1G10090_s2","AT1G10090"
"AT1G10155.1","AT1G10155"
"AT1G10180_P1","AT1G10180"
"AT1G10230.1","AT1G10230"
"AT1G10240_ID4","AT1G10240"
"AT1G10240_P1","AT1G10240"
"AT1G10240_P2","AT1G10240"
"AT1G10240_s1","AT1G10240"
"AT1G10320.1","AT1G10320"
"AT1G10320_ID1","AT1G10320"
"AT1G10320_c1","AT1G10320"
"AT1G10320_c2","AT1G10320"
"AT1G10320_c3","AT1G10320"
"AT1G10320_c4","AT1G10320"
"AT1G10330_ID2","AT1G10330"
"AT1G10330_P1","AT1G10330"
"AT1G10360_ID1","AT1G10360"
"AT1G10360_JS3","AT1G10360"
"AT1G10360_P1","AT1G10360"
"AT1G10370.1","AT1G10370"
"AT1G10410_ID11","AT1G10410"
"AT1G10410_ID9","AT1G10410"
"AT1G10410_P1","AT1G10410"
"AT1G10410_c1","AT1G10410"
"AT1G10522.2","AT1G10522"
"AT1G10522_P1","AT1G10522"
"AT1G10550_ID1","AT1G10550"
"AT1G10550_P1","AT1G10550"
"AT1G10550_s1","AT1G10550"
"AT1G10630_JC3","AT1G10630"
"AT1G10630_P1","AT1G10630"
"AT1G10630_P2","AT1G10630"
"AT1G10630_c1","AT1G10630"
"AT1G10650.2","AT1G10650"
"AT1G10650_JC4","AT1G10650"
"AT1G10650_JS1","AT1G10650"
"AT1G10650_P1","AT1G10650"
"AT1G10682.1","AT1G10682"
"AT1G10690_c1","AT1G10690"
"AT1G10760.1","AT1G10760"
"AT1G10760_JC4","AT1G10760"
"AT1G10760_P1","AT1G10760"
"AT1G10820.1","AT1G10820"
"AT1G10820_ID10","AT1G10820"
"AT1G10820_ID13","AT1G10820"
"AT1G10820_ID14","AT1G10820"
"AT1G10820_ID16","AT1G10820"
"AT1G10820_ID6","AT1G10820"
"AT1G10820_ID7","AT1G10820"
"AT1G10820_P2","AT1G10820"
"AT1G10820_s1","AT1G10820"
"AT1G10820_s2","AT1G10820"
"AT1G10890_ID12","AT1G10890"
"AT1G10890_ID14","AT1G10890"
"AT1G10890_ID6","AT1G10890"
"AT1G10890_JC14","AT1G10890"
"AT1G10890_JS1","AT1G10890"
"AT1G10890_JS2","AT1G10890"
"AT1G10890_JS3","AT1G10890"
"AT1G10890_P1","AT1G10890"
"AT1G10890_P2","AT1G10890"
"AT1G10890_P3","AT1G10890"
"AT1G10890_c1","AT1G10890"
"AT1G10890_c3","AT1G10890"
"AT1G10890_c4","AT1G10890"
"AT1G10890_c5","AT1G10890"
"AT1G10890_c6","AT1G10890"
"AT1G10900_JC2","AT1G10900"
"AT1G10900_JC6","AT1G10900"
"AT1G10900_JS1","AT1G10900"
"AT1G10900_JS3","AT1G10900"
"AT1G10900_P1","AT1G10900"
"AT1G10900_P2","AT1G10900"
"AT1G10900_P3","AT1G10900"
"AT1G10900_c2","AT1G10900"
"AT1G10900_c3","AT1G10900"
"AT1G10900_c4","AT1G10900"
"AT1G10900_c5","AT1G10900"
"AT1G10910_ID1","AT1G10910"
"AT1G10910_ID5","AT1G10910"
"AT1G10910_ID6","AT1G10910"
"AT1G10910_JS2","AT1G10910"
"AT1G10910_P1","AT1G10910"
"AT1G10910_P2","AT1G10910"
"AT1G10910_s1","AT1G10910"
"AT1G10910_s2","AT1G10910"
"AT1G10960_P1","AT1G10960"
"AT1G10990_P1","AT1G10990"
"AT1G10990_P2","AT1G10990"
"AT1G11010.1","AT1G11010"
"AT1G11080.2","AT1G11080"
"AT1G11080_ID10","AT1G11080"
"AT1G11080_ID12","AT1G11080"
"AT1G11080_ID15","AT1G11080"
"AT1G11080_ID3","AT1G11080"
"AT1G11080_ID9","AT1G11080"
"AT1G11080_P1","AT1G11080"
"AT1G11112_P1","AT1G11112"
"AT1G11170.2","AT1G11170"
"AT1G11170_JC6","AT1G11170"
"AT1G11170_JC8","AT1G11170"
"AT1G11170_P1","AT1G11170"
"AT1G11170_P3","AT1G11170"
"AT1G11170_P4","AT1G11170"
"AT1G11170_P5","AT1G11170"
"AT1G11170_P6","AT1G11170"
"AT1G11170_P7","AT1G11170"
"AT1G11175.1","AT1G11175"
"AT1G11210_ID3","AT1G11210"
"AT1G11210_P1","AT1G11210"
"AT1G11240.1","AT1G11240"
"AT1G11260.1","AT1G11260"
"AT1G11260_s1","AT1G11260"
"AT1G11310.2","AT1G11310"
"AT1G11310_JC3","AT1G11310"
"AT1G11310_P1","AT1G11310"
"AT1G11310_P3","AT1G11310"
"AT1G11330.1","AT1G11330"
"AT1G11330_ID1","AT1G11330"
"AT1G11330_P2","AT1G11330"
"AT1G11330_P3","AT1G11330"
"AT1G11330_c1","AT1G11330"
"AT1G11340.1","AT1G11340"
"AT1G11340_P2","AT1G11340"
"AT1G11340_P3","AT1G11340"
"AT1G11340_c1","AT1G11340"
"AT1G11350_ID1","AT1G11350"
"AT1G11350_P1","AT1G11350"
"AT1G11350_c1","AT1G11350"
"AT1G11360.2","AT1G11360"
"AT1G11360.3","AT1G11360"
"AT1G11360_ID1","AT1G11360"
"AT1G11360_P1","AT1G11360"
"AT1G11360_P4","AT1G11360"
"AT1G11360_s1","AT1G11360"
"AT1G11362_P1","AT1G11362"
"AT1G11380.1","AT1G11380"
"AT1G11380_ID2","AT1G11380"
"AT1G11390_JC1","AT1G11390"
"AT1G11390_JS1","AT1G11390"
"AT1G11390_P1","AT1G11390"
"AT1G11390_c1","AT1G11390"
"AT1G11390_c2","AT1G11390"
"AT1G11400.1","AT1G11400"
"AT1G11400.2","AT1G11400"
"AT1G11400_ID4","AT1G11400"
"AT1G11400_ID6","AT1G11400"
"AT1G11480.2","AT1G11480"
"AT1G11480_JS1","AT1G11480"
"AT1G11480_JS2","AT1G11480"
"AT1G11480_P1","AT1G11480"
"AT1G11592.2","AT1G11592"
"AT1G11592_ID19","AT1G11592"
"AT1G11592_ID23","AT1G11592"
"AT1G11592_ID29","AT1G11592"
"AT1G11592_ID33","AT1G11592"
"AT1G11592_ID34","AT1G11592"
"AT1G11592_ID37","AT1G11592"
"AT1G11592_ID41","AT1G11592"
"AT1G11592_ID45","AT1G11592"
"AT1G11592_ID46","AT1G11592"
"AT1G11592_ID9","AT1G11592"
"AT1G11592_JS2","AT1G11592"
"AT1G11600_P1","AT1G11600"
"AT1G11630_JC2","AT1G11630"
"AT1G11630_P1","AT1G11630"
"AT1G11680_P1","AT1G11680"
"AT1G11710.1","AT1G11710"
"AT1G11710_P2","AT1G11710"
"AT1G11720.1","AT1G11720"
"AT1G11720_P2","AT1G11720"
"AT1G11720_c1","AT1G11720"
"AT1G11740_P1","AT1G11740"
"AT1G11840.3","AT1G11840"
"AT1G11840.4","AT1G11840"
"AT1G11840.5","AT1G11840"
"AT1G11840.6","AT1G11840"
"AT1G11840_ID41","AT1G11840"
"AT1G11840_ID49","AT1G11840"
"AT1G11840_ID55","AT1G11840"
"AT1G11840_ID67","AT1G11840"
"AT1G11840_P1","AT1G11840"
"AT1G11840_P2","AT1G11840"
"AT1G11860_ID3","AT1G11860"
"AT1G11860_ID8","AT1G11860"
"AT1G11860_P1","AT1G11860"
"AT1G11860_P3","AT1G11860"
"AT1G11860_c1","AT1G11860"
"AT1G11990_P1","AT1G11990"
"AT1G11990_P2","AT1G11990"
"AT1G12010_P1","AT1G12010"
"AT1G12080.1","AT1G12080"
"AT1G12080_P2","AT1G12080"
"AT1G12110_ID4","AT1G12110"
"AT1G12110_P1","AT1G12110"
"AT1G12160_P1","AT1G12160"
"AT1G12240_P1","AT1G12240"
"AT1G12250.2","AT1G12250"
"AT1G12250_ID15","AT1G12250"
"AT1G12250_ID18","AT1G12250"
"AT1G12250_ID5","AT1G12250"
"AT1G12250_P1","AT1G12250"
"AT1G12250_P3","AT1G12250"
"AT1G12350_ID22","AT1G12350"
"AT1G12350_ID23","AT1G12350"
"AT1G12350_ID5","AT1G12350"
"AT1G12350_ID6","AT1G12350"
"AT1G12350_P1","AT1G12350"
"AT1G12350_P2","AT1G12350"
"AT1G12370.2","AT1G12370"
"AT1G12370_ID1","AT1G12370"
"AT1G12500_P1","AT1G12500"
"AT1G12650.1","AT1G12650"
"AT1G12650.2","AT1G12650"
"AT1G12650.4","AT1G12650"
"AT1G12650_ID2","AT1G12650"
"AT1G12650_ID9","AT1G12650"
"AT1G12672.1","AT1G12672"
"AT1G12672.2","AT1G12672"
"AT1G12710_JC13","AT1G12710"
"AT1G12710_JS1","AT1G12710"
"AT1G12710_JS2","AT1G12710"
"AT1G12710_JS3","AT1G12710"
"AT1G12710_P1","AT1G12710"
"AT1G12710_P2","AT1G12710"
"AT1G12710_c2","AT1G12710"
"AT1G12710_c4","AT1G12710"
"AT1G12730_ID1","AT1G12730"
"AT1G12730_ID10","AT1G12730"
"AT1G12730_ID11","AT1G12730"
"AT1G12730_ID8","AT1G12730"
"AT1G12730_P1","AT1G12730"
"AT1G12730_P2","AT1G12730"
"AT1G12730_s1","AT1G12730"
"AT1G12730_s2","AT1G12730"
"AT1G12750.2","AT1G12750"
"AT1G12750_ID1","AT1G12750"
"AT1G12750_JC8","AT1G12750"
"AT1G12750_JS1","AT1G12750"
"AT1G12750_JS2","AT1G12750"
"AT1G12750_JS6","AT1G12750"
"AT1G12750_JS7","AT1G12750"
"AT1G12750_P1","AT1G12750"
"AT1G12750_P2","AT1G12750"
"AT1G12750_P3","AT1G12750"
"AT1G12750_P4","AT1G12750"
"AT1G12750_P5","AT1G12750"
"AT1G12750_P6","AT1G12750"
"AT1G12750_c3","AT1G12750"
"AT1G12750_c4","AT1G12750"
"AT1G12770_P1","AT1G12770"
"AT1G12770_P2","AT1G12770"
"AT1G12790_P1","AT1G12790"
"AT1G12790_s1","AT1G12790"
"AT1G12845_P1","AT1G12845"
"AT1G12950_ID2","AT1G12950"
"AT1G12950_P1","AT1G12950"
"AT1G12990.1","AT1G12990"
"AT1G13060.2","AT1G13060"
"AT1G13060_ID33","AT1G13060"
"AT1G13060_ID45","AT1G13060"
"AT1G13060_ID52","AT1G13060"
"AT1G13060_ID57","AT1G13060"
"AT1G13060_ID64","AT1G13060"
"AT1G13060_ID66","AT1G13060"
"AT1G13060_P1","AT1G13060"
"AT1G13060_P3","AT1G13060"
"AT1G13080.2","AT1G13080"
"AT1G13080_P1","AT1G13080"
"AT1G13080_c1","AT1G13080"
"AT1G13090.1","AT1G13090"
"AT1G13090_P1","AT1G13090"
"AT1G13090_c1","AT1G13090"
"AT1G13110_ID1","AT1G13110"
"AT1G13110_P1","AT1G13110"
"AT1G13145.1","AT1G13145"
"AT1G13150_P1","AT1G13150"
"AT1G13210_P1","AT1G13210"
"AT1G13260_P1","AT1G13260"
"AT1G13270.2","AT1G13270"
"AT1G13270_P1","AT1G13270"
"AT1G13340_ID2","AT1G13340"
"AT1G13340_P1","AT1G13340"
"AT1G13350.2","AT1G13350"
"AT1G13350_ID1","AT1G13350"
"AT1G13350_ID2","AT1G13350"
"AT1G13350_JC14","AT1G13350"
"AT1G13350_JC15","AT1G13350"
"AT1G13350_JC6","AT1G13350"
"AT1G13350_JC8","AT1G13350"
"AT1G13350_JC9","AT1G13350"
"AT1G13350_JS1","AT1G13350"
"AT1G13350_JS10","AT1G13350"
"AT1G13350_JS11","AT1G13350"
"AT1G13350_JS3","AT1G13350"
"AT1G13350_JS5","AT1G13350"
"AT1G13350_JS7","AT1G13350"
"AT1G13350_JS8","AT1G13350"
"AT1G13350_P1","AT1G13350"
"AT1G13350_P3","AT1G13350"
"AT1G13350_c2","AT1G13350"
"AT1G13350_s1","AT1G13350"
"AT1G13390_ID3","AT1G13390"
"AT1G13390_P1","AT1G13390"
"AT1G13390_P2","AT1G13390"
"AT1G13410_ID1","AT1G13410"
"AT1G13410_P1","AT1G13410"
"AT1G13470_JS1","AT1G13470"
"AT1G13470_JS2","AT1G13470"
"AT1G13470_P1","AT1G13470"
"AT1G13510.1","AT1G13510"
"AT1G13510_ID2","AT1G13510"
"AT1G13570_ID1","AT1G13570"
"AT1G13570_P1","AT1G13570"
"AT1G13570_P2","AT1G13570"
"AT1G13570_P3","AT1G13570"
"AT1G13700.1","AT1G13700"
"AT1G13700_ID2","AT1G13700"
"AT1G13700_ID3","AT1G13700"
"AT1G13700_ID4","AT1G13700"
"AT1G13700_ID5","AT1G13700"
"AT1G13700_P2","AT1G13700"
"AT1G13740_ID1","AT1G13740"
"AT1G13740_P1","AT1G13740"
"AT1G13750_P1","AT1G13750"
"AT1G13800_JS2","AT1G13800"
"AT1G13800_P1","AT1G13800"
"AT1G13800_P2","AT1G13800"
"AT1G13820_ID2","AT1G13820"
"AT1G13820_P1","AT1G13820"
"AT1G13860.1","AT1G13860"
"AT1G13860.2","AT1G13860"
"AT1G13860.4","AT1G13860"
"AT1G13860_JS1","AT1G13860"
"AT1G13860_JS3","AT1G13860"
"AT1G13860_JS5","AT1G13860"
"AT1G13860_P3","AT1G13860"
"AT1G13860_s1","AT1G13860"
"AT1G13920_ID4","AT1G13920"
"AT1G13920_ID5","AT1G13920"
"AT1G13920_P4","AT1G13920"
"AT1G13920_P5","AT1G13920"
"AT1G13920_P6","AT1G13920"
"AT1G13920_P7","AT1G13920"
"AT1G13920_c1","AT1G13920"
"AT1G13930.2","AT1G13930"
"AT1G13930.3","AT1G13930"
"AT1G13980.2","AT1G13980"
"AT1G13980_P1","AT1G13980"
"AT1G13990.2","AT1G13990"
"AT1G13990.3","AT1G13990"
"AT1G13990_ID2","AT1G13990"
"AT1G13990_P1","AT1G13990"
"AT1G14070.1","AT1G14070"
"AT1G14070_ID1","AT1G14070"
"AT1G14170.2","AT1G14170"
"AT1G14170_JC5","AT1G14170"
"AT1G14170_P1","AT1G14170"
"AT1G14170_P3","AT1G14170"
"AT1G14200.1","AT1G14200"
"AT1G14210_ID2","AT1G14210"
"AT1G14210_P1","AT1G14210"
"AT1G14240.3","AT1G14240"
"AT1G14240_JS1","AT1G14240"
"AT1G14240_P1","AT1G14240"
"AT1G14240_P2","AT1G14240"
"AT1G14240_P4","AT1G14240"
"AT1G14240_c2","AT1G14240"
"AT1G14240_s1","AT1G14240"
"AT1G14250_JC1","AT1G14250"
"AT1G14250_JC2","AT1G14250"
"AT1G14250_JC5","AT1G14250"
"AT1G14250_P1","AT1G14250"
"AT1G14270.2","AT1G14270"
"AT1G14270.3","AT1G14270"
"AT1G14270.4","AT1G14270"
"AT1G14270_ID1","AT1G14270"
"AT1G14270_ID16","AT1G14270"
"AT1G14270_ID19","AT1G14270"
"AT1G14270_P1","AT1G14270"
"AT1G14270_c1","AT1G14270"
"AT1G14340_ID7","AT1G14340"
"AT1G14340_ID9","AT1G14340"
"AT1G14340_P1","AT1G14340"
"AT1G14350_ID14","AT1G14350"
"AT1G14350_ID15","AT1G14350"
"AT1G14350_ID18","AT1G14350"
"AT1G14350_ID33","AT1G14350"
"AT1G14350_ID6","AT1G14350"
"AT1G14350_P2","AT1G14350"
"AT1G14350_P3","AT1G14350"
"AT1G14350_P4","AT1G14350"
"AT1G14440_ID1","AT1G14440"
"AT1G14440_JC4","AT1G14440"
"AT1G14440_P1","AT1G14440"
"AT1G14520_ID6","AT1G14520"
"AT1G14520_JS3","AT1G14520"
"AT1G14520_P1","AT1G14520"
"AT1G14520_P3","AT1G14520"
"AT1G14520_P4","AT1G14520"
"AT1G14570.2","AT1G14570"
"AT1G14570.3","AT1G14570"
"AT1G14570.4","AT1G14570"
"AT1G14570_ID10","AT1G14570"
"AT1G14570_ID2","AT1G14570"
"AT1G14570_ID6","AT1G14570"
"AT1G14570_JS1","AT1G14570"
"AT1G14570_JS9","AT1G14570"
"AT1G14570_P1","AT1G14570"
"AT1G14570_c1","AT1G14570"
"AT1G14570_c2","AT1G14570"
"AT1G14570_c3","AT1G14570"
"AT1G14570_c4","AT1G14570"
"AT1G14570_s2","AT1G14570"
"AT1G14570_s3","AT1G14570"
"AT1G14580_ID9","AT1G14580"
"AT1G14580_JS5","AT1G14580"
"AT1G14580_JS9","AT1G14580"
"AT1G14580_P1","AT1G14580"
"AT1G14580_P2","AT1G14580"
"AT1G14580_s1","AT1G14580"
"AT1G14600_ID4","AT1G14600"
"AT1G14600_JC25","AT1G14600"
"AT1G14600_JC8","AT1G14600"
"AT1G14600_P1","AT1G14600"
"AT1G14600_c1","AT1G14600"
"AT1G14600_s1","AT1G14600"
"AT1G14640_P1","AT1G14640"
"AT1G14640_P2","AT1G14640"
"AT1G14688.1","AT1G14688"
