"TXNAME","GENEIND"
"AT1G03180_ID14","AT1G03180"
"AT1G03180_ID2","AT1G03180"
"AT1G03180_ID4","AT1G03180"
"AT1G03180_ID5","AT1G03180"
"AT1G03180_ID8","AT1G03180"
"AT1G03180_JC11","AT1G03180"
"AT1G03180_P6","AT1G03180"
"AT1G03190_s1","AT1G03190"
"AT1G03190_s2","AT1G03190"
"AT1G03190_JS3","AT1G03190"
"AT1G03190_P1","AT1G03190"
"AT1G03190_s3","AT1G03190"
"AT1G03190.2","AT1G03190"
"AT1G03200.1","AT1G03200"
"AT1G03210_P1","AT1G03210"
"AT1G03210_P2","AT1G03210"
"AT1G03210_ID2","AT1G03210"
"AT1G03210_ID4","AT1G03210"
"AT1G03220_P1","AT1G03220"
"AT1G03230_P1","AT1G03230"
"AT1G03240_P1","AT1G03240"
"AT1G03250_s1","AT1G03250"
"AT1G03250_P3","AT1G03250"
"AT1G03250_c1","AT1G03250"
"AT1G03250_P1","AT1G03250"
"AT1G03250_P4","AT1G03250"
"AT1G03250.2","AT1G03250"
"AT1G03260_P1","AT1G03260"
"AT1G03260_ID2","AT1G03260"
"AT1G03260_ID4","AT1G03260"
"AT1G03260_c1","AT1G03260"
"AT1G03270_P1","AT1G03270"
"AT1G03270_s2","AT1G03270"
"AT1G03270_ID1","AT1G03270"
"AT1G03270_ID2","AT1G03270"
"AT1G03280_P1","AT1G03280"
"AT1G03280_P2","AT1G03280"
"AT1G03280_P3","AT1G03280"
"AT1G03280_s3","AT1G03280"
"AT1G03280_JS10","AT1G03280"
"AT1G03280_JS8","AT1G03280"
"AT1G03290.2","AT1G03290"
"AT1G03290_JS2","AT1G03290"
"AT1G03290_JS4","AT1G03290"
"AT1G03290_JS5","AT1G03290"
"AT1G03290_JS6","AT1G03290"
"AT1G03290_P3","AT1G03290"
"AT1G03290.1","AT1G03290"
"AT1G03290_ID2","AT1G03290"
"AT1G03290_ID3","AT1G03290"
"AT1G03290_ID5","AT1G03290"
"AT1G03290_P5","AT1G03290"
"AT1G03290_P6","AT1G03290"
"AT1G03300.1","AT1G03300"
"AT1G03300_ID1","AT1G03300"
"AT1G03310_P1","AT1G03310"
"AT1G03310_P2","AT1G03310"
"AT1G03320_P1","AT1G03320"
"AT1G03325_P1","AT1G03325"
"AT1G03330_P1","AT1G03330"
"AT1G03330_ID4","AT1G03330"
"AT1G03340_P1","AT1G03340"
"AT1G03350_P1","AT1G03350"
"AT1G03360_P1","AT1G03360"
"AT1G03360_ID1","AT1G03360"
"AT1G03365_P1","AT1G03365"
"AT1G03365_s1","AT1G03365"
"AT1G03365_s2","AT1G03365"
"AT1G03370_P1","AT1G03370"
"AT1G03370_P2","AT1G03370"
"AT1G03380_JS1","AT1G03380"
"AT1G03380.1","AT1G03380"
"AT1G03380_c1","AT1G03380"
"AT1G03380_ID2","AT1G03380"
"AT1G03390.1","AT1G03390"
"AT1G03395_P1","AT1G03395"
"AT1G03400_P1","AT1G03400"
"AT1G03400_P2","AT1G03400"
"AT1G03410_c1","AT1G03410"
"AT1G03410_s1","AT1G03410"
"AT1G03410.1","AT1G03410"
"AT1G03420.1","AT1G03420"
"AT1G03430_P1","AT1G03430"
"AT1G03430_P2","AT1G03430"
"AT1G03430_s1","AT1G03430"
"AT1G03430_c2","AT1G03430"
"AT1G03430_ID15","AT1G03430"
"AT1G03430_ID16","AT1G03430"
"AT1G03430_ID22","AT1G03430"
"AT1G03430_ID23","AT1G03430"
"AT1G03430_ID24","AT1G03430"
"AT1G03430_ID25","AT1G03430"
"AT1G03430_ID27","AT1G03430"
"AT1G03430_ID5","AT1G03430"
"AT1G03430_JC17","AT1G03430"
"AT1G03440_P1","AT1G03440"
"AT1G03445.1","AT1G03445"
"AT1G03445_P2","AT1G03445"
"AT1G03457_JS1","AT1G03457"
"AT1G03457_P1","AT1G03457"
"AT1G03457_P2","AT1G03457"
"AT1G03457_s1","AT1G03457"
"AT1G03457_ID3","AT1G03457"
"AT1G03470_s1","AT1G03470"
"AT1G03470_s2","AT1G03470"
"AT1G03470_P1","AT1G03470"
"AT1G03470_JS1","AT1G03470"
"AT1G03470.1","AT1G03470"
"AT1G03470_ID1","AT1G03470"
"AT1G03475_s1","AT1G03475"
"AT1G03475_P1","AT1G03475"
"AT1G03490.1","AT1G03490"
"AT1G03495_P1","AT1G03495"
"AT1G03502.1","AT1G03502"
"AT1G03506.1","AT1G03506"
"AT1G03510_P1","AT1G03510"
"AT1G03515.1","AT1G03515"
"AT1G03520_P1","AT1G03520"
"AT1G03520.2","AT1G03520"
"AT1G03520_ID3","AT1G03520"
"AT1G03520_ID4","AT1G03520"
"AT1G03520_c1","AT1G03520"
"AT1G03520_c2","AT1G03520"
"AT1G03530_P1","AT1G03530"
"AT1G03530_c1","AT1G03530"
"AT1G03540_P1","AT1G03540"
"AT1G03550.1","AT1G03550"
"AT1G03550_ID16","AT1G03550"
"AT1G03550_ID17","AT1G03550"
"AT1G03550_ID19","AT1G03550"
"AT1G03550_ID22","AT1G03550"
"AT1G03550_ID23","AT1G03550"
"AT1G03550_ID26","AT1G03550"
"AT1G03550_ID31","AT1G03550"
"AT1G03550_ID37","AT1G03550"
"AT1G03550_ID87","AT1G03550"
"AT1G03550_ID93","AT1G03550"
"AT1G03545.1","AT1G03545"
"AT1G03550_P4","AT1G03550"
"AT1G03560_P1","AT1G03560"
"AT1G03570.1","AT1G03570"
"AT1G03580.1","AT1G03580"
"AT1G03580_ID1","AT1G03580"
"AT1G03580_ID2","AT1G03580"
"AT1G03590_P1","AT1G03590"
"AT1G03590_JS7","AT1G03590"
"AT1G03600_P1","AT1G03600"
"AT1G03610_c1","AT1G03610"
"AT1G03610_P1","AT1G03610"
"AT1G03610_P2","AT1G03610"
"AT1G03610_c2","AT1G03610"
"AT1G03610_c3","AT1G03610"
"AT1G03620_s1","AT1G03620"
"AT1G03620_c2","AT1G03620"
"AT1G03620_P6","AT1G03620"
"AT1G03620_P7","AT1G03620"
"AT1G03620_P12","AT1G03620"
"AT1G03630_P1","AT1G03630"
"AT1G03630_c1","AT1G03630"
"AT1G03630.2","AT1G03630"
"AT1G03640.1","AT1G03640"
"AT1G03650_P1","AT1G03650"
"AT1G03660_P1","AT1G03660"
"AT1G03670.1","AT1G03670"
"AT1G03680_P1","AT1G03680"
"AT1G03687_P1","AT1G03687"
"AT1G03687.2","AT1G03687"
"AT1G03687_ID1","AT1G03687"
"AT1G03687_c1","AT1G03687"
"AT1G03687_JS4","AT1G03687"
"AT1G03700_P1","AT1G03700"
"AT1G03710_P1","AT1G03710"
"AT1G03720_P2","AT1G03720"
"AT1G03720.1","AT1G03720"
"AT1G03730_P1","AT1G03730"
"AT1G03740_c1","AT1G03740"
"AT1G03740_P2","AT1G03740"
"AT1G03740_P1","AT1G03740"
"AT1G03740_ID5","AT1G03740"
"AT1G03743.1","AT1G03743"
"AT1G03746.1","AT1G03746"
"AT1G03750_P1","AT1G03750"
"AT1G03750_s1","AT1G03750"
"AT1G03760.1","AT1G03760"
"AT1G03760_ID7","AT1G03760"
"AT1G03770.2","AT1G03770"
"AT1G03770.1","AT1G03770"
"AT1G03770_ID1","AT1G03770"
"AT1G03770_ID2","AT1G03770"
"AT1G03770_ID8","AT1G03770"
"AT1G03770.3","AT1G03770"
"AT1G03780.3","AT1G03780"
"AT1G03780_P2","AT1G03780"
"AT1G03780_ID4","AT1G03780"
"AT1G03780.1","AT1G03780"
"AT1G03790_P1","AT1G03790"
"AT1G03800_P1","AT1G03800"
"AT1G03810.1","AT1G03810"
"AT1G03820_P1","AT1G03820"
"AT1G03830_P2","AT1G03830"
"AT1G03830_c1","AT1G03830"
"AT1G03830_c2","AT1G03830"
"AT1G03830_JS1","AT1G03830"
"AT1G03830_P1","AT1G03830"
"AT1G03840_P1","AT1G03840"
"AT1G03840.2","AT1G03840"
"AT1G03850_P3","AT1G03850"
"AT1G03850_P1","AT1G03850"
"AT1G03860_P1","AT1G03860"
"AT1G03860_P3","AT1G03860"
"AT1G03860.2","AT1G03860"
"AT1G03870_P1","AT1G03870"
"AT1G03880.1","AT1G03880"
"AT1G03890.1","AT1G03890"
"AT1G03900_P1","AT1G03900"
"AT1G03900_ID1","AT1G03900"
"AT1G03905_JS2","AT1G03905"
"AT1G03905_P4","AT1G03905"
"AT1G03905_P1","AT1G03905"
"AT1G03905_P2","AT1G03905"
"AT1G03905_P3","AT1G03905"
"AT1G03910_P1","AT1G03910"
"AT1G03910_c1","AT1G03910"
"AT1G03910_c2","AT1G03910"
"AT1G03910_ID2","AT1G03910"
"AT1G03910.2","AT1G03910"
"AT1G03910_JC9","AT1G03910"
"AT1G03920_s1","AT1G03920"
"AT1G03920_c1","AT1G03920"
"AT1G03920_P1","AT1G03920"
"AT1G03920_P2","AT1G03920"
"AT1G03920_c2","AT1G03920"
"AT1G03920_JC3","AT1G03920"
"AT1G03920_ID2","AT1G03920"
"AT1G03930_P1","AT1G03930"
"AT1G03930_ID2","AT1G03930"
"AT1G03935_JS1","AT1G03935"
"AT1G03940_P1","AT1G03940"
"AT1G03950_P1","AT1G03950"
"AT1G03960_P2","AT1G03960"
"AT1G03960_P1","AT1G03960"
"AT1G03960_P3","AT1G03960"
"AT1G03960_P4","AT1G03960"
"AT1G03960_c1","AT1G03960"
"AT1G03960_P5","AT1G03960"
"AT1G03960_s2","AT1G03960"
"AT1G03960_P6","AT1G03960"
"AT1G03960_ID1","AT1G03960"
"AT1G03960_ID2","AT1G03960"
"AT1G03960_ID5","AT1G03960"
"AT1G03960_ID6","AT1G03960"
"AT1G03960_ID8","AT1G03960"
"AT1G03960_JC14","AT1G03960"
"AT1G03970_P1","AT1G03970"
"AT1G03980_P2","AT1G03980"
"AT1G03980_P3","AT1G03980"
"AT1G03980_P4","AT1G03980"
"AT1G03982.1","AT1G03982"
"AT1G03990_P1","AT1G03990"
"AT1G04000_P1","AT1G04000"
"AT1G04010_P1","AT1G04010"
"AT1G04010_JS1","AT1G04010"
"AT1G04010_JS4","AT1G04010"
"AT1G04010_ID2","AT1G04010"
"AT1G04010_ID3","AT1G04010"
"AT1G04010_ID4","AT1G04010"
"AT1G04010_JC6","AT1G04010"
"AT1G04010_JC8","AT1G04010"
"AT1G04020_P1","AT1G04020"
"AT1G04020.1","AT1G04020"
"AT1G04020.2","AT1G04020"
"AT1G04030_P1","AT1G04030"
"AT1G04030_s1","AT1G04030"
"AT1G04030_s2","AT1G04030"
"AT1G04040_P1","AT1G04040"
"AT1G04050_s1","AT1G04050"
"AT1G04050_P3","AT1G04050"
"AT1G04050_P1","AT1G04050"
"AT1G04050_P2","AT1G04050"
"AT1G04070_P1","AT1G04070"
"AT1G04080_c1","AT1G04080"
"AT1G04080_c2","AT1G04080"
"AT1G04080_s2","AT1G04080"
"AT1G04080_c3","AT1G04080"
"AT1G04080_s3","AT1G04080"
"AT1G04080_s4","AT1G04080"
"AT1G04080.3","AT1G04080"
"AT1G04080_JC6","AT1G04080"
"AT1G04080_P1","AT1G04080"
"AT1G04080_ID2","AT1G04080"
"AT1G04080_P4","AT1G04080"
"AT1G04080_P5","AT1G04080"
"AT1G04090_P1","AT1G04090"
"AT1G04100_P1","AT1G04100"
"AT1G04100_ID1","AT1G04100"
"AT1G04100_ID2","AT1G04100"
"AT1G04105_P1","AT1G04105"
"AT1G04110_P1","AT1G04110"
"AT1G04120_P1","AT1G04120"
"AT1G04120_JS1","AT1G04120"
"AT1G04120_JS2","AT1G04120"
"AT1G04120_s1","AT1G04120"
"AT1G04120.2","AT1G04120"
"AT1G04120_c1","AT1G04120"
"AT1G04120_P3","AT1G04120"
"AT1G04130_P1","AT1G04130"
"AT1G04130_ID4","AT1G04130"
"AT1G04130_P2","AT1G04130"
"AT1G04140_JS1","AT1G04140"
"AT1G04140_JS2","AT1G04140"
"AT1G04140_ID26","AT1G04140"
"AT1G04140_ID29","AT1G04140"
"AT1G04140_ID30","AT1G04140"
"AT1G04140_ID31","AT1G04140"
"AT1G04140.1","AT1G04140"
"AT1G04140_JC18","AT1G04140"
"AT1G04140_JC24","AT1G04140"
"AT1G04140_JC27","AT1G04140"
"AT1G04140_JC30","AT1G04140"
"AT1G04140_c1","AT1G04140"
"AT1G04140_c2","AT1G04140"
"AT1G04140.2","AT1G04140"
"AT1G04150_P1","AT1G04150"
"AT1G04160_P1","AT1G04160"
"AT1G04160_P2","AT1G04160"
"AT1G04160_c2","AT1G04160"
"AT1G04160_c3","AT1G04160"
"AT1G04160_s3","AT1G04160"
"AT1G04170_P1","AT1G04170"
"AT1G04170_P2","AT1G04170"
"AT1G04170_JC4","AT1G04170"
"AT1G04170_c1","AT1G04170"
"AT1G04171.1","AT1G04171"
"AT1G04180_P1","AT1G04180"
"AT1G04190_P1","AT1G04190"
"AT1G04200_P1","AT1G04200"
"AT1G04200_P2","AT1G04200"
"AT1G04200_c2","AT1G04200"
"AT1G04200_JS1","AT1G04200"
"AT1G04200_JS2","AT1G04200"
"AT1G04200_s1","AT1G04200"
"AT1G04210_P1","AT1G04210"
"AT1G04210_c1","AT1G04210"
"AT1G04220_P1","AT1G04220"
"AT1G04230.1","AT1G04230"
"AT1G04230_ID1","AT1G04230"
"AT1G04230_ID5","AT1G04230"
"AT1G04240_ID2","AT1G04240"
"AT1G04240_ID3","AT1G04240"
"AT1G04240.1","AT1G04240"
"AT1G04250_P1","AT1G04250"
"AT1G04260.1","AT1G04260"
"AT1G04270_P1","AT1G04270"
"AT1G04270.2","AT1G04270"
"AT1G04270_c1","AT1G04270"
"AT1G04280_JC2","AT1G04280"
"AT1G04280_JS3","AT1G04280"
"AT1G04280_c2","AT1G04280"
"AT1G04280_P1","AT1G04280"
"AT1G04280_P2","AT1G04280"
"AT1G04290_P1","AT1G04290"
"AT1G04300_c1","AT1G04300"
"AT1G04295.1","AT1G04295"
"AT1G04295_ID2","AT1G04295"
"AT1G04300_P1","AT1G04300"
"AT1G04300.4","AT1G04300"
"AT1G04300_P5","AT1G04300"
"AT1G04300.2","AT1G04300"
"AT1G04300.3","AT1G04300"
"AT1G04300_ID38","AT1G04300"
"AT1G04300_ID41","AT1G04300"
"AT1G04300_ID66","AT1G04300"
"AT1G04300_ID71","AT1G04300"
"AT1G04310_c1","AT1G04310"
"AT1G04310_c2","AT1G04310"
"AT1G04310_P1","AT1G04310"
"AT1G04320.1","AT1G04320"
"AT1G04330_P1","AT1G04330"
"AT1G04340_P1","AT1G04340"
"AT1G04350_P1","AT1G04350"
"AT1G04350_c1","AT1G04350"
"AT1G04350_ID2","AT1G04350"
"AT1G04350_ID4","AT1G04350"
"AT1G04360_P1","AT1G04360"
"AT1G04360_c1","AT1G04360"
"AT1G04370_P1","AT1G04370"
"AT1G04380_P2","AT1G04380"
"AT1G04380_P1","AT1G04380"
"AT1G04390_s1","AT1G04390"
"AT1G04390_s2","AT1G04390"
"AT1G04390_s3","AT1G04390"
"AT1G04390_s4","AT1G04390"
"AT1G04390_JS2","AT1G04390"
"AT1G04390_JS4","AT1G04390"
"AT1G04390_P1","AT1G04390"
"AT1G04390_c3","AT1G04390"
"AT1G04390_c5","AT1G04390"
"AT1G04390_JC10","AT1G04390"
"AT1G04390.1","AT1G04390"
"AT1G04400_P1","AT1G04400"
"AT1G04400_c1","AT1G04400"
"AT1G04400_ID6","AT1G04400"
"AT1G04410_P1","AT1G04410"
"AT1G04420_P1","AT1G04420"
"AT1G04420_c1","AT1G04420"
"AT1G04425_JC1","AT1G04425"
"AT1G04425_s1","AT1G04425"
"AT1G04425_s2","AT1G04425"
"AT1G04425_s3","AT1G04425"
"AT1G04425_s4","AT1G04425"
"AT1G04425.1","AT1G04425"
"AT1G04430_P1","AT1G04430"
"AT1G04430_c1","AT1G04430"
"AT1G04430_ID1","AT1G04430"
"AT1G04430_P2","AT1G04430"
"AT1G04430_P3","AT1G04430"
"AT1G04440_P1","AT1G04440"
"AT1G04445_P2","AT1G04445"
"AT1G04450_P1","AT1G04450"
"AT1G04455_P1","AT1G04455"
"AT1G04457.1","AT1G04457"
"AT1G04470_P1","AT1G04470"
"AT1G04480_P1","AT1G04480"
"AT1G04490_P3","AT1G04490"
"AT1G04490_P4","AT1G04490"
"AT1G04490_P5","AT1G04490"
"AT1G04490_P6","AT1G04490"
"AT1G04490_P7","AT1G04490"
"AT1G04490_P8","AT1G04490"
"AT1G04490_c1","AT1G04490"
"AT1G04490_P1","AT1G04490"
"AT1G04490_P9","AT1G04490"
"AT1G04500_P1","AT1G04500"
"AT1G04500_P2","AT1G04500"
"AT1G04500_P4","AT1G04500"
"AT1G04501.1","AT1G04501"
"AT1G04510_P1","AT1G04510"
"AT1G04510_ID2","AT1G04510"
"AT1G04510_ID7","AT1G04510"
"AT1G04510.2","AT1G04510"
"AT1G04520_P1","AT1G04520"
"AT1G04520_c1","AT1G04520"
"AT1G04530_ID1","AT1G04530"
"AT1G04530_ID3","AT1G04530"
"AT1G04530_P1","AT1G04530"
"AT1G04540_P1","AT1G04540"
"AT1G04550_JS1","AT1G04550"
"AT1G04550_P2","AT1G04550"
"AT1G04550_s1","AT1G04550"
"AT1G04550.1","AT1G04550"
"AT1G04550_ID5","AT1G04550"
"AT1G04550_ID7","AT1G04550"
"AT1G04550_ID9","AT1G04550"
"AT1G04555_P1","AT1G04555"
"AT1G04560.1","AT1G04560"
"AT1G04570_P1","AT1G04570"
"AT1G04570_P2","AT1G04570"
"AT1G04580_P1","AT1G04580"
"AT1G04590_P1","AT1G04590"
"AT1G04590_s1","AT1G04590"
"AT1G04590.2","AT1G04590"
"AT1G04600_JS2","AT1G04600"
"AT1G04600_P1","AT1G04600"
"AT1G04610_P1","AT1G04610"
"AT1G04620_s1","AT1G04620"
"AT1G04620_P1","AT1G04620"
"AT1G04620_JC2","AT1G04620"
"AT1G04620_ID11","AT1G04620"
"AT1G04625.1","AT1G04625"
"AT1G04630.1","AT1G04630"
"AT1G04630_ID2","AT1G04630"
"AT1G04635.1","AT1G04635"
"AT1G04640_P1","AT1G04640"
"AT1G04640_s1","AT1G04640"
"AT1G04640_P2","AT1G04640"
"AT1G04645.1","AT1G04645"
"AT1G04650_P1","AT1G04650"
"AT1G04650_JS1","AT1G04650"
"AT1G04650_P2","AT1G04650"
"AT1G04660_P1","AT1G04660"
"AT1G04670_P1","AT1G04670"
"AT1G04680_P1","AT1G04680"
"AT1G04684.1","AT1G04684"
"AT1G04690_P1","AT1G04690"
"AT1G04700_P1","AT1G04700"
"AT1G04700_P3","AT1G04700"
"AT1G04700_P2","AT1G04700"
"AT1G04710_P1","AT1G04710"
"AT1G04710_s1","AT1G04710"
"AT1G04710_ID2","AT1G04710"
"AT1G04720.1","AT1G04720"
"AT1G04730_P1","AT1G04730"
"AT1G04730_JS4","AT1G04730"
"AT1G04730_JS6","AT1G04730"
"AT1G04730_JS7","AT1G04730"
"AT1G04730_P2","AT1G04730"
"AT1G04730_JC12","AT1G04730"
"AT1G04730_P3","AT1G04730"
"AT1G04750_P1","AT1G04750"
"AT1G04750_ID7","AT1G04750"
"AT1G04750_P2","AT1G04750"
"AT1G04750_P3","AT1G04750"
"AT1G04750_P4","AT1G04750"
"AT1G04750.2","AT1G04750"
"AT1G04760_c1","AT1G04760"
"AT1G04760.1","AT1G04760"
"AT1G04770.1","AT1G04770"
"AT1G04778.1","AT1G04778"
"AT1G04780_P1","AT1G04780"
"AT1G04790_c1","AT1G04790"
"AT1G04790.1","AT1G04790"
"AT1G04790_ID2","AT1G04790"
"AT1G04790_ID4","AT1G04790"
"AT1G04800_P1","AT1G04800"
"AT1G04810_P1","AT1G04810"
"AT1G04810_c1","AT1G04810"
"AT1G04810_ID2","AT1G04810"
"AT1G04820_P1","AT1G04820"
"AT1G04820_ID1","AT1G04820"
"AT1G04830.2","AT1G04830"
"AT1G04830_JS5","AT1G04830"
"AT1G04830_JS9","AT1G04830"
"AT1G04830_c1","AT1G04830"
"AT1G04830_c2","AT1G04830"
"AT1G04830_s1","AT1G04830"
"AT1G04830_s2","AT1G04830"
"AT1G04830_P1","AT1G04830"
"AT1G04830_ID3","AT1G04830"
"AT1G04830_ID4","AT1G04830"
"AT1G04840_P1","AT1G04840"
"AT1G04850_P2","AT1G04850"
"AT1G04850_ID2","AT1G04850"
"AT1G04850_JS3","AT1G04850"
"AT1G04850_P1","AT1G04850"
"AT1G04860_P1","AT1G04860"
"AT1G04870.1","AT1G04870"
"AT1G04870_P2","AT1G04870"
"AT1G04880_P1","AT1G04880"
"AT1G04890.1","AT1G04890"
"AT1G04895_P1","AT1G04895"
"AT1G04900.1","AT1G04900"
"AT1G04900_ID1","AT1G04900"
"AT1G04900_ID13","AT1G04900"
"AT1G04900_ID6","AT1G04900"
"AT1G04900_ID7","AT1G04900"
"AT1G04900_ID9","AT1G04900"
"AT1G04910.1","AT1G04910"
"AT1G04910_ID1","AT1G04910"
"AT1G04920_P1","AT1G04920"
"AT1G04930_P3","AT1G04930"
"AT1G04930_P1","AT1G04930"
"AT1G04930.2","AT1G04930"
"AT1G04945.3","AT1G04945"
"AT1G04940.1","AT1G04940"
"AT1G04950_ID3","AT1G04950"
"AT1G04950_ID4","AT1G04950"
"AT1G04950_s1","AT1G04950"
"AT1G04950_P1","AT1G04950"
"AT1G04950_P3","AT1G04950"
"AT1G04950_P2","AT1G04950"
"AT1G04960_s1","AT1G04960"
"AT1G04960_P2","AT1G04960"
"AT1G04960_P1","AT1G04960"
"AT1G04970_P2","AT1G04970"
"AT1G04970_P1","AT1G04970"
"AT1G04970_P3","AT1G04970"
"AT1G04970_JC2","AT1G04970"
"AT1G04970_s1","AT1G04970"
"AT1G04980_P1","AT1G04980"
"AT1G04985_P1","AT1G04985"
"AT1G04985_P2","AT1G04985"
"AT1G04985_JC4","AT1G04985"
"AT1G04985_c1","AT1G04985"
"AT1G04990.1","AT1G04990"
"AT1G04990_ID2","AT1G04990"
"AT1G04990_P4","AT1G04990"
"AT1G04990_P5","AT1G04990"
"AT1G04990_P6","AT1G04990"
"AT1G05000_P1","AT1G05000"
"AT1G05000_P2","AT1G05000"
"AT1G05000_P3","AT1G05000"
"AT1G05000_ID4","AT1G05000"
"AT1G05005_P1","AT1G05005"
"AT1G05010_P1","AT1G05010"
"AT1G05020_P1","AT1G05020"
"AT1G05030_P1","AT1G05030"
"AT1G05030_s2","AT1G05030"
"AT1G05030_P2","AT1G05030"
"AT1G05035_P1","AT1G05035"
"AT1G05040.2","AT1G05040"
"AT1G05040_P1","AT1G05040"
"AT1G05055_P1","AT1G05055"
"AT1G05060_P1","AT1G05060"
"AT1G05061.1","AT1G05061"
"AT1G05065_P1","AT1G05065"
"AT1G05070_P1","AT1G05070"
"AT1G05070_s1","AT1G05070"
"AT1G05070_ID1","AT1G05070"
"AT1G05080.1","AT1G05080"
"AT1G05085.1","AT1G05085"
"AT1G05087_P2","AT1G05087"
"AT1G05090.1","AT1G05090"
"AT1G05090_ID1","AT1G05090"
"AT1G05090_ID2","AT1G05090"
"AT1G05090_ID3","AT1G05090"
"AT1G05090_ID4","AT1G05090"
"AT1G05090_ID5","AT1G05090"
"AT1G05090_ID6","AT1G05090"
"AT1G05090_s1","AT1G05090"
"AT1G05100_P1","AT1G05100"
"AT1G05120_s1","AT1G05120"
"AT1G05120_s2","AT1G05120"
"AT1G05120_P2","AT1G05120"
"AT1G05120_c1","AT1G05120"
"AT1G05135.1","AT1G05135"
"AT1G05136.1","AT1G05136"
"AT1G05140_P1","AT1G05140"
"AT1G05150_P1","AT1G05150"
"AT1G05160.1","AT1G05160"
"AT1G05160_JC4","AT1G05160"
"AT1G05160_ID11","AT1G05160"
"AT1G05160_ID12","AT1G05160"
"AT1G05160_ID3","AT1G05160"
"AT1G05160_ID4","AT1G05160"
"AT1G05170_P2","AT1G05170"
"AT1G05170.1","AT1G05170"
"AT1G05170_P1","AT1G05170"
"AT1G05180.2","AT1G05180"
"AT1G05180.3","AT1G05180"
"AT1G05180_s1","AT1G05180"
"AT1G05180_s2","AT1G05180"
"AT1G05180_P1","AT1G05180"
"AT1G05180_ID4","AT1G05180"
"AT1G05180_ID6","AT1G05180"
"AT1G05190_P1","AT1G05190"
"AT1G05200_P4","AT1G05200"
"AT1G05200.2","AT1G05200"
"AT1G05200_ID1","AT1G05200"
"AT1G05200_P6","AT1G05200"
"AT1G05200_P1","AT1G05200"
"AT1G05200_ID4","AT1G05200"
"AT1G05200_ID6","AT1G05200"
"AT1G05205_P1","AT1G05205"
"AT1G05210.1","AT1G05210"
"AT1G05220_P1","AT1G05220"
"AT1G05230_JC3","AT1G05230"
"AT1G05230.3","AT1G05230"
"AT1G05230_ID4","AT1G05230"
"AT1G05230_ID6","AT1G05230"
"AT1G05230_ID8","AT1G05230"
"AT1G05230_P1","AT1G05230"
"AT1G05230.4","AT1G05230"
"AT1G05230_P2","AT1G05230"
"AT1G05230_P11","AT1G05230"
"AT1G05230_P10","AT1G05230"
"AT1G05230_P5","AT1G05230"
"AT1G05230_P6","AT1G05230"
"AT1G05230_P7","AT1G05230"
"AT1G05230_P12","AT1G05230"
"AT1G05240_P1","AT1G05240"
"AT1G05250_P1","AT1G05250"
"AT1G05260_ID1","AT1G05260"
"AT1G05260_s1","AT1G05260"
"AT1G05260_P1","AT1G05260"
"AT1G05270_s1","AT1G05270"
"AT1G05270_P1","AT1G05270"
"AT1G05280_P1","AT1G05280"
"AT1G05280_P2","AT1G05280"
"AT1G05280.1","AT1G05280"
"AT1G05290.1","AT1G05290"
"AT1G05291.1","AT1G05291"
"AT1G05300_c1","AT1G05300"
"AT1G05300_P1","AT1G05300"
"AT1G05300.2","AT1G05300"
"AT1G05310_s1","AT1G05310"
"AT1G05310_P1","AT1G05310"
"AT1G05320_s1","AT1G05320"
"AT1G05320_P1","AT1G05320"
"AT1G05320_P3","AT1G05320"
"AT1G05320_P4","AT1G05320"
"AT1G05320.2","AT1G05320"
"AT1G05320_c2","AT1G05320"
"AT1G05320_c3","AT1G05320"
"AT1G05320_P5","AT1G05320"
"AT1G05320_P6","AT1G05320"
"AT1G05320_P7","AT1G05320"
"AT1G05320_P8","AT1G05320"
"AT1G05320_P9","AT1G05320"
"AT1G05330_P1","AT1G05330"
"AT1G05340_P1","AT1G05340"
"AT1G05350_s1","AT1G05350"
"AT1G05350_ID15","AT1G05350"
"AT1G05350_P1","AT1G05350"
"AT1G05360_P1","AT1G05360"
"AT1G05360_s1","AT1G05360"
"AT1G05360_s2","AT1G05360"
"AT1G05360_JS2","AT1G05360"
"AT1G05360_c2","AT1G05360"
"AT1G05360_ID3","AT1G05360"
"AT1G05360_ID4","AT1G05360"
"AT1G05360_JC9","AT1G05360"
"AT1G05370_P1","AT1G05370"
"AT1G05380_P3","AT1G05380"
"AT1G05380.1","AT1G05380"
"AT1G05380.2","AT1G05380"
"AT1G05380_s1","AT1G05380"
"AT1G05385_P2","AT1G05385"
"AT1G05385_ID2","AT1G05385"
"AT1G05385_P1","AT1G05385"
"AT1G05390.1","AT1G05390"
"AT1G05400.1","AT1G05400"
"AT1G05400.2","AT1G05400"
"AT1G05410.2","AT1G05410"
"AT1G05410_ID15","AT1G05410"
"AT1G05410_ID18","AT1G05410"
"AT1G05410_ID9","AT1G05410"
"AT1G05410_JC9","AT1G05410"
"AT1G05410_P1","AT1G05410"
"AT1G05420_P2","AT1G05420"
"AT1G05430_P1","AT1G05430"
"AT1G05430_c1","AT1G05430"
"AT1G05430_c2","AT1G05430"
"AT1G05430_c3","AT1G05430"
"AT1G05440_c1","AT1G05440"
"AT1G05440_P1","AT1G05440"
"AT1G05450_P2","AT1G05450"
"AT1G05460_s1","AT1G05460"
"AT1G05460_P1","AT1G05460"
"AT1G05460_P2","AT1G05460"
"AT1G05470_P1","AT1G05470"
"AT1G05470_s1","AT1G05470"
